id_global,num_en_bloque,seccion,bloque,feature,estado,evidencia_backend,evidencia_frontend,tests,nota
439,19,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Tiempo restante a entrega,,,,,
440,20,SECCIÓN A — FOUNDER CATALOG (600),C2 — Chatbot capa de datos,Status real de inventario (quedan X unidades),,,,,
441,1,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Lead magnet con email + colonia,,,,,
442,2,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,PDF de 5-10 páginas branded,,,,,
443,3,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Score IE 0-100 colonia,,,,,
444,4,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Tendencia precios 12 meses,,,,,
445,5,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Top 3 desarrollos disponibles,,,,,
446,6,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Comparativa con 3 colonias similares,,,,,
447,7,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Plusvalía histórica,,,,,
448,8,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Demografía colonia,,,,,
449,9,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,"Infraestructura (escuelas, hospitales, transporte)",,,,,
450,10,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Riesgo climático,,,,,
451,11,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Calidad del aire histórica,,,,,
452,12,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Seguridad (delitos por 100k habitantes),,,,,
453,13,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,"Vida cultural (parques, museos, restaurantes)",,,,,
454,14,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Costo de vida estimado,,,,,
455,15,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Tipo de vecino predominante,,,,,
456,16,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Historia narrativa colonia,,,,,
457,17,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,"Futuro proyectado (obras anunciadas, planes maestros)",,,,,
458,18,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,"Recomendaciones por perfil (familia, soltero, inversión)",,,,,
459,19,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,Versión web shareable + PDF descargable,,,,,
460,20,SECCIÓN A — FOUNDER CATALOG (600),C3 — Reporte gratis colonia,"Versión ""deep dive"" pago premium",,,,,
461,1,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,8-12 preguntas guiadas,,,,,
462,2,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Multi-step con progreso visible,,,,,
463,3,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,"Preguntas estilo de vida (mañanero/nocturno, etc.)",,,,,
464,4,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Preguntas presupuesto,,,,,
465,5,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,"Preguntas familia (kids, mascotas)",,,,,
466,6,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Preguntas trabajo (ubicación oficina),,,,,
467,7,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,"Preguntas hobbies (gym, parques, vida nocturna)",,,,,
468,8,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,"Preguntas ciudad (CDMX, MTY, GDL)",,,,,
469,9,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Algoritmo de matching IA,,,,,
470,10,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Top 3 colonias con score % match,,,,,
471,11,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Razonamiento por colonia,,,,,
472,12,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Top 3 desarrollos en cada,,,,,
473,13,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Compartible como link/imagen,,,,,
474,14,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Re-take con preguntas adicionales (deep dive),,,,,
475,15,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Comparativa entre los 3 resultados,,,,,
476,16,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,CTA hablar con asesor,,,,,
477,17,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Save resultado para después,,,,,
478,18,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Exportar resultado PDF,,,,,
479,19,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Embeddable widget,,,,,
480,20,SECCIÓN A — FOUNDER CATALOG (600),C4 — Quiz colonia,Versión pareja (combina 2 perfiles),,,,,
481,1,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Hasta 3 propiedades lado a lado,,,,,
482,2,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Hasta 3 colonias lado a lado,,,,,
483,3,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Modo mixto (1 propiedad vs 1 propiedad vs 1 colonia),,,,,
484,4,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Tabla comparativa estructurada,,,,,
485,5,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Highlights diferencias (badges),,,,,
486,6,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,"Score IA ""cuál es mejor para ti""",,,,,
487,7,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Cálculo mensualidad cada una,,,,,
488,8,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,"Distancia a puntos personales (oficina, escuela)",,,,,
489,9,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Mapa con marcadores,,,,,
490,10,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Tiempo de traslado a cada,,,,,
491,11,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Galería comparada,,,,,
492,12,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Reviews comparadas,,,,,
493,13,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,"Datos colonia comparados (clima, seguridad)",,,,,
494,14,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,ROI comparado,,,,,
495,15,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Compartible link único,,,,,
496,16,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Exportable PDF,,,,,
497,17,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,"Modo pareja (2 perfiles, 1 elección)",,,,,
498,18,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Save y revisita,,,,,
499,19,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,"Sugerencias IA ""considera también X""",,,,,
500,20,SECCIÓN A — FOUNDER CATALOG (600),C5 — Comparador 3 propiedades / 3 colonias,Vista mobile optimizada,,,,,
501,1,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Mensualidad simple,,,,,
502,2,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,"Plazo configurable (10, 15, 20, 25, 30 años)",,,,,
503,3,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Enganche % o monto,,,,,
504,4,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Tasa de interés editable,,,,,
505,5,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Simulador Infonavit,,,,,
506,6,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Simulador Fovissste,,,,,
507,7,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,"Simulador banca privada (BBVA, Santander, Banorte, etc.)",,,,,
508,8,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Cosolicitante (suma 2 ingresos),,,,,
509,9,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Cuota mensual máxima recomendada (debt-to-income),,,,,
510,10,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,"Calculadora ""cuánto puedo pagar"" (inverso)",,,,,
511,11,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Costo total del crédito (pagar vs valor),,,,,
512,12,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Tabla amortización completa,,,,,
513,13,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Comparador 3 hipotecas lado a lado,,,,,
514,14,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Pre-aprobación rápida (alianza con broker),,,,,
515,15,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Calculadora gastos notariales,,,,,
516,16,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Calculadora ISABI / impuesto traslación,,,,,
517,17,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Calculadora total a desembolsar día 1,,,,,
518,18,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Save scenarios para comparar después,,,,,
519,19,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Compartible con tu asesor,,,,,
520,20,SECCIÓN A — FOUNDER CATALOG (600),C6 — Calculadora hipotecaria,Disponible sin login,,,,,
521,1,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""nuevo proyecto en mi zona""",,,,,
522,2,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""ajuste de precio en propiedad guardada""",,,,,
523,3,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""tu colonia favorita se calienta""",,,,,
524,4,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""cambió IE Score en tu colonia""",,,,,
525,5,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""match perfecto en otra colonia""",,,,,
526,6,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""evento en tu zona"" (open house)",,,,,
527,7,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""tu colonia tiene nueva obra anunciada""",,,,,
528,8,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Alerta ""developer top en tu zona lanzó proyecto""",,,,,
529,9,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Frecuencia configurable (instant, daily digest, weekly)",,,,,
530,10,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,"Canal configurable (push, email, WhatsApp)",,,,,
531,11,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Snooze de alerta,,,,,
532,12,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Mute de proyecto/colonia,,,,,
533,13,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta personalizable por presupuesto,,,,,
534,14,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta por tipo de unidad,,,,,
535,15,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta de oportunidad (descuento súbito),,,,,
536,16,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta de riesgo (precio sube > X%),,,,,
537,17,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta climática (riesgo inundación temporada),,,,,
538,18,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta entrega (proyecto que comprabas se entrega),,,,,
539,19,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Alerta cambio status (apartado disponible nuevamente),,,,,
540,20,SECCIÓN A — FOUNDER CATALOG (600),C7 — Alertas inteligentes,Histórico de alertas,,,,,
541,1,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Timeline 10 años con hitos,,,,,
542,2,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Foto histórica vs hoy,,,,,
543,3,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Cambios demográficos,,,,,
544,4,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Cambios precio plot histórico,,,,,
545,5,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,"Eventos clave (apertura nueva línea metro, etc.)",,,,,
546,6,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Top 5 desarrollos de la década,,,,,
547,7,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Cambios uso de suelo,,,,,
548,8,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Vecinos famosos / cultural,,,,,
549,9,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Planes maestros futuros,,,,,
550,10,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Obras gobierno anunciadas,,,,,
551,11,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Predicción IA 5 años,,,,,
552,12,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Casos comparables (otras colonias que pasaron por esto),,,,,
553,13,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Quotes de residentes históricos,,,,,
554,14,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Foto galería temporal,,,,,
555,15,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Video documental corto IA,,,,,
556,16,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Mapa interactivo cambios,,,,,
557,17,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Compartible como artículo/post,,,,,
558,18,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Embeddable widget,,,,,
559,19,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Suscribible a updates futuros,,,,,
560,20,SECCIÓN A — FOUNDER CATALOG (600),C8 — Historia y futuro colonia,Versión podcast (audio narrado IA),,,,,
561,1,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Tour 360° por unidad (Matterport-style),,,,,
562,2,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Hot spots clicables (info adicional),,,,,
563,3,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Visión nocturna toggle,,,,,
564,4,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Vista exterior 360 (drone),,,,,
565,5,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Vista del balcón (real),,,,,
566,6,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Vista de la calle (Google Street View embedded),,,,,
567,7,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,"Botón ""agendar visita"" directo",,,,,
568,8,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Calendario asesor disponible,,,,,
569,9,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,WhatsApp con asesor asignado one-tap,,,,,
570,10,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Video llamada con asesor (opcional),,,,,
571,11,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Tour en grupo (varias personas mismo tiempo),,,,,
572,12,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Tour guiado por asesor (asesor remoto controla),,,,,
573,13,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Recording del tour para volver a ver,,,,,
574,14,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Notas durante el tour (qué te gustó),,,,,
575,15,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Fotos favoritas guardadas,,,,,
576,16,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,AR (mira muebles tuyos en el espacio) — futuro,,,,,
577,17,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Comparativa virtual de unidades del mismo proyecto,,,,,
578,18,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Modo VR si tienes lentes,,,,,
579,19,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Tour offline (descargable),,,,,
580,20,SECCIÓN A — FOUNDER CATALOG (600),C9 — Tour virtual + WhatsApp asesor,Disclaimer realismo (foto vs render),,,,,
581,1,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,"Diciembre auto-genera ""tu 2026""",,,,,
582,2,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Cuántas colonias exploraste,,,,,
583,3,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Top 3 colonias que más miraste,,,,,
584,4,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Cuántas propiedades viste,,,,,
585,5,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Tu rango de presupuesto promedio,,,,,
586,6,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Tu top búsqueda,,,,,
587,7,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Tu personalidad inmobiliaria (tipo MBTI inmobiliario),,,,,
588,8,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,"Tendencia de tu búsqueda (más amplia, más específica)",,,,,
589,9,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Comparativa con otros usuarios similares,,,,,
590,10,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,"Tu colonia ""soulmate""",,,,,
591,11,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Tus features más buscadas,,,,,
592,12,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Tu ROI ideal vs real (si compraste),,,,,
593,13,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Highlights del año en mercado,,,,,
594,14,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,"Predicción ""tu 2027"" basada en patrón",,,,,
595,15,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Compartible como historia Instagram,,,,,
596,16,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Compartible como tweet,,,,,
597,17,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Música de fondo (canción del año)),,,,,
598,18,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Animaciones tipo Spotify Wrapped,,,,,
599,19,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Versión imprimible/PDF,,,,,
600,20,SECCIÓN A — FOUNDER CATALOG (600),C10 — Wrapped anual,Histórico (compara tu 2025 vs 2026),,,,,
601,1,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Input texto/brief → script video automático,,,,,
602,2,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Input fotos del proyecto → tour video sintético,,,,,
603,3,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Input URL portal → extrae datos + genera video,,,,,
604,4,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Selector tipo video: walkthrough / hero / drone / lifestyle / testimonial,,,,,
605,5,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Duración configurable: 15s / 30s / 60s / 90s,,,,,
606,6,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Voz cloning del asesor (graba 60s muestra),,,,,
607,7,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Voz biblioteca pre-hecha (10+ voces es-MX + en-US),,,,,
608,8,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Avatar IA del asesor (foto frontal → avatar talking head),,,,,
609,9,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Música stock royalty-free filtrada por mood (lujo / familiar / urbano / lifestyle),,,,,
610,10,SECCIÓN B — DMX STUDIO S1 (50),S1.1 — Director IA Video (Director IA core),Subtítulos auto generados (es-MX + en-US),,,,,
611,1,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,Trim manual segmentos,,,,,
612,2,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,Reorder escenas drag&drop,,,,,
613,3,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,"Transitions presets (cuts limpios, fade, zoom)",,,,,
614,4,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,"Color grading auto (cinemático, natural, vibrante)",,,,,
615,5,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,Logo asesor watermark posición configurable,,,,,
616,6,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,"CTA al final (WhatsApp, web, llamada)",,,,,
617,7,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,Hook primeros 3 seg auto (anti-scroll TikTok),,,,,
618,8,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,Pacing AI (acelera / desacelera según engagement target),,,,,
619,9,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,"Re-edit AI (""hazlo más dinámico"", ""más relajado"")",,,,,
620,10,SECCIÓN B — DMX STUDIO S1 (50),S1.2 — Edición + post-producción,Export MP4 1080p / 4K,,,,,
621,1,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,"Export Instagram Reels (9:16, 60s, optimizado)",,,,,
622,2,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,"Export TikTok (9:16, hook agresivo)",,,,,
623,3,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,Export YouTube Shorts (9:16),,,,,
624,4,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,"Export Facebook Feed (1:1, 4:5)",,,,,
625,5,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,Export LinkedIn (16:9),,,,,
626,6,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,Export WhatsApp (compresión optimizada),,,,,
627,7,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,"Export Stories (9:16, 15s)",,,,,
628,8,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,"Marketplace videos por colonia (DMX hosted, indexable)",,,,,
629,9,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,Embed code para landing del asesor,,,,,
630,10,SECCIÓN B — DMX STUDIO S1 (50),S1.3 — Distribución multi-canal,URL única trackeable + QR,,,,,
631,1,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),Cliente busca colonia → ve videos hechos por asesores de esa colonia,,,,,
632,2,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),"Filtro por tipo (vertical, casa, mixto)",,,,,
633,3,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),Filtro por presupuesto,,,,,
634,4,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),Sort por likes / views / recientes,,,,,
635,5,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),CTA contacto asesor desde video,,,,,
636,6,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),Comments + reactions público,,,,,
637,7,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),Share native iOS/Android,,,,,
638,8,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),Trending videos colonia (top 10 esta semana),,,,,
639,9,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),"""Save to watch later"" lista personal",,,,,
640,10,SECCIÓN B — DMX STUDIO S1 (50),S1.4 — Marketplace videos colonia (B2C público),"Lead magnet ""envíame este video"" → captura email",,,,,
641,1,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Transcripción automática Deepgram nova-3 ES-MX,,,,,
642,2,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Análisis sentimiento pitch asesor,,,,,
643,3,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,"Detector palabras clave (""calidad"", ""ubicación"", ""inversión"")",,,,,
644,4,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Tiempo de habla vs cliente (en grabaciones de visita),,,,,
645,5,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,"Filler words count (""eh"", ""este"")",,,,,
646,6,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Recomendación AI Coach: 3 mejoras concretas,,,,,
647,7,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Compare vs top performers anónimo,,,,,
648,8,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Práctica con AI Coach simulado,,,,,
649,9,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Histórico de mejora mes a mes,,,,,
650,10,SECCIÓN B — DMX STUDIO S1 (50),S1.5 — Speech analytics + AI Coach,Score speech 0-100,,,,,
651,1,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Wrapped año-fin auto (resumen colonia / asesor / desarrolladora),,,,,
652,2,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),"Series recurrentes (""CDMX 2026"" episodio mensual)",,,,,
653,3,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Episodio por colonia (data-driven),,,,,
